"evento_data","horario","reservas","checkins","no-show","(%) no-show"
"2024-05-10","12:00:00","0","3","-3","0.00%"
"2024-05-10","12:30:00","4","9","-5","-125.00%"
"2024-05-10","13:00:00","11","13","-2","-18.18%"
"2024-05-10","13:30:00","8","16","-8","-100.00%"
"2024-05-10","14:00:00","21","43","-22","-104.76%"
"2024-05-10","14:30:00","41","32","9","21.95%"
"2024-05-10","15:00:00","30","14","16","53.33%"
"2024-05-10","15:30:00","17","1","16","94.12%"
"2024-05-10","16:00:00","8","7","1","12.50%"
"2024-05-10","16:30:00","2","2","0","0.00%"
"2024-05-10","17:00:00","3","1","2","66.67%"
"2024-05-11","09:30:00","0","6","-6","0.00%"
"2024-05-11","10:00:00","13","31","-18","-138.46%"
"2024-05-11","10:30:00","24","32","-8","-33.33%"
"2024-05-11","11:00:00","38","30","8","21.05%"
"2024-05-11","11:30:00","14","31","-17","-121.43%"
"2024-05-11","12:00:00","50","31","19","38.00%"
"2024-05-11","12:30:00","35","49","-14","-40.00%"
"2024-05-11","13:00:00","43","27","16","37.21%"
"2024-05-11","13:30:00","32","31","1","3.13%"
"2024-05-11","14:00:00","36","30","6","16.67%"
"2024-05-11","14:30:00","35","29","6","17.14%"
"2024-05-11","15:00:00","34","48","-14","-41.18%"
"2024-05-11","15:30:00","56","75","-19","-33.93%"
"2024-05-11","16:00:00","75","57","18","24.00%"
"2024-05-11","16:30:00","49","33","16","32.65%"
"2024-05-11","17:00:00","37","8","29","78.38%"
"2024-05-11","17:30:00","0","13","-13","0.00%"
"2024-05-12","09:30:00","0","6","-6","0.00%"
"2024-05-12","10:00:00","20","46","-26","-130.00%"
"2024-05-12","10:30:00","28","35","-7","-25.00%"
"2024-05-12","11:00:00","47","33","14","29.79%"
"2024-05-12","11:30:00","36","26","10","27.78%"
"2024-05-12","12:00:00","21","10","11","52.38%"
"2024-05-12","12:30:00","5","0","5","100.00%"
"2024-05-12","13:00:00","2","10","-8","-400.00%"
"2024-05-12","13:30:00","12","23","-11","-91.67%"
"2024-05-12","14:00:00","22","31","-9","-40.91%"
"2024-05-12","14:30:00","37","15","22","59.46%"
"2024-05-12","15:00:00","27","21","6","22.22%"
"2024-05-12","15:30:00","15","30","-15","-100.00%"
"2024-05-12","16:00:00","21","13","8","38.10%"
"2024-05-12","16:30:00","11","20","-9","-81.82%"
"2024-05-12","17:00:00","22","2","20","90.91%"
"2024-05-14","09:30:00","0","47","-47","0.00%"
"2024-05-14","10:00:00","165","91","74","44.85%"
"2024-05-14","10:30:00","203","125","78","38.42%"
"2024-05-14","11:00:00","171","178","-7","-4.09%"
"2024-05-14","11:30:00","136","132","4","2.94%"
"2024-05-14","12:00:00","120","75","45","37.50%"
"2024-05-14","12:30:00","75","47","28","37.33%"
"2024-05-14","13:00:00","66","63","3","4.55%"
"2024-05-14","13:30:00","93","100","-7","-7.53%"
"2024-05-14","14:00:00","216","75","141","65.28%"
"2024-05-14","14:30:00","134","108","26","19.40%"
"2024-05-14","15:00:00","209","175","34","16.27%"
"2024-05-14","15:30:00","198","179","19","9.60%"
"2024-05-14","16:00:00","193","111","82","42.49%"
"2024-05-14","16:30:00","148","97","51","34.46%"
"2024-05-14","17:00:00","129","83","46","35.66%"
"2024-05-14","17:30:00","115","80","35","30.43%"
"2024-05-14","18:00:00","114","93","21","18.42%"
"2024-05-14","18:30:00","132","130","2","1.52%"
"2024-05-14","19:00:00","216","43","173","80.09%"
"2024-05-15","10:00:00","16","26","-10","-62.50%"
"2024-05-15","10:30:00","21","39","-18","-85.71%"
"2024-05-15","11:00:00","38","15","23","60.53%"
"2024-05-15","11:30:00","15","42","-27","-180.00%"
"2024-05-15","12:00:00","46","28","18","39.13%"
"2024-05-15","12:30:00","26","24","2","7.69%"
"2024-05-15","13:00:00","23","19","4","17.39%"
"2024-05-15","13:30:00","35","39","-4","-11.43%"
"2024-05-15","14:00:00","29","38","-9","-31.03%"
"2024-05-15","14:30:00","47","33","14","29.79%"
"2024-05-15","15:00:00","34","22","12","35.29%"
"2024-05-15","15:30:00","26","53","-27","-103.85%"
"2024-05-15","16:00:00","49","17","32","65.31%"
"2024-05-15","16:30:00","25","28","-3","-12.00%"
"2024-05-15","17:00:00","33","4","29","87.88%"
"2024-05-16","10:00:00","25","35","-10","-40.00%"
"2024-05-16","10:30:00","20","45","-25","-125.00%"
"2024-05-16","11:00:00","36","26","10","27.78%"
"2024-05-16","11:30:00","31","25","6","19.35%"
"2024-05-16","12:00:00","27","32","-5","-18.52%"
"2024-05-16","12:30:00","33","32","1","3.03%"
"2024-05-16","13:00:00","36","26","10","27.78%"
"2024-05-16","13:30:00","30","29","1","3.33%"
"2024-05-16","14:00:00","31","26","5","16.13%"
"2024-05-16","14:30:00","24","33","-9","-37.50%"
"2024-05-16","15:00:00","29","32","-3","-10.34%"
"2024-05-16","15:30:00","38","48","-10","-26.32%"
"2024-05-16","16:00:00","43","18","25","58.14%"
"2024-05-16","16:30:00","25","33","-8","-32.00%"
"2024-05-16","17:00:00","39","7","32","82.05%"
"2024-05-17","09:30:00","0","5","-5","0.00%"
"2024-05-17","10:00:00","24","59","-35","-145.83%"
"2024-05-17","10:30:00","48","60","-12","-25.00%"
"2024-05-17","11:00:00","71","50","21","29.58%"
"2024-05-17","11:30:00","38","13","25","65.79%"
"2024-05-17","12:00:00","13","25","-12","-92.31%"
"2024-05-17","12:30:00","26","15","11","42.31%"
"2024-05-17","13:00:00","14","31","-17","-121.43%"
"2024-05-17","13:30:00","39","24","15","38.46%"
"2024-05-17","14:00:00","20","28","-8","-40.00%"
"2024-05-17","14:30:00","42","38","4","9.52%"
"2024-05-17","15:00:00","47","37","10","21.28%"
"2024-05-17","15:30:00","24","27","-3","-12.50%"
"2024-05-17","16:00:00","29","18","11","37.93%"
"2024-05-17","16:30:00","12","18","-6","-50.00%"
"2024-05-17","17:00:00","34","12","22","64.71%"
"2024-05-18","09:30:00","0","15","-15","0.00%"
"2024-05-18","10:00:00","60","56","4","6.67%"
"2024-05-18","10:30:00","48","59","-11","-22.92%"
"2024-05-18","11:00:00","63","68","-5","-7.94%"
"2024-05-18","11:30:00","56","45","11","19.64%"
"2024-05-18","12:00:00","47","42","5","10.64%"
"2024-05-18","12:30:00","39","30","9","23.08%"
"2024-05-18","13:00:00","42","35","7","16.67%"
"2024-05-18","13:30:00","41","38","3","7.32%"
"2024-05-18","14:00:00","45","58","-13","-28.89%"
"2024-05-18","14:30:00","58","27","31","53.45%"
"2024-05-18","15:00:00","37","133","-96","-259.46%"
"2024-05-18","15:30:00","120","52","68","56.67%"
"2024-05-18","16:00:00","70","83","-13","-18.57%"
"2024-05-18","16:30:00","72","36","36","50.00%"
"2024-05-18","17:00:00","50","16","34","68.00%"
"2024-05-18","17:30:00","0","15","-15","0.00%"
"2024-05-18","18:00:00","0","7","-7","0.00%"
"2024-05-19","09:30:00","0","9","-9","0.00%"
"2024-05-19","10:00:00","48","102","-54","-112.50%"
"2024-05-19","10:30:00","76","79","-3","-3.95%"
"2024-05-19","11:00:00","94","112","-18","-19.15%"
"2024-05-19","11:30:00","101","78","23","22.77%"
"2024-05-19","12:00:00","101","45","56","55.45%"
"2024-05-19","12:30:00","58","14","44","75.86%"
"2024-05-19","13:00:00","7","18","-11","-157.14%"
"2024-05-19","13:30:00","9","9","0","0.00%"
"2024-05-19","14:00:00","18","17","1","5.56%"
"2024-05-19","14:30:00","17","13","4","23.53%"
"2024-05-19","15:00:00","21","17","4","19.05%"
"2024-05-19","15:30:00","21","14","7","33.33%"
"2024-05-19","16:00:00","12","3","9","75.00%"
"2024-05-19","16:30:00","10","4","6","60.00%"
"2024-05-19","17:00:00","2","0","2","100.00%"
"2024-05-21","10:00:00","149","60","89","59.73%"
"2024-05-21","10:30:00","67","36","31","46.27%"
"2024-05-21","11:00:00","61","31","30","49.18%"
"2024-05-21","11:30:00","10","16","-6","-60.00%"
"2024-05-21","12:00:00","10","9","1","10.00%"
"2024-05-21","12:30:00","23","11","12","52.17%"
"2024-05-21","13:00:00","16","11","5","31.25%"
"2024-05-21","13:30:00","17","12","5","29.41%"
"2024-05-21","14:00:00","39","14","25","64.10%"
"2024-05-21","14:30:00","26","16","10","38.46%"
"2024-05-21","15:00:00","52","24","28","53.85%"
"2024-05-21","15:30:00","20","6","14","70.00%"
"2024-05-21","16:00:00","16","12","4","25.00%"
"2024-05-21","16:30:00","17","6","11","64.71%"
"2024-05-21","17:00:00","28","13","15","53.57%"
"2024-05-21","17:30:00","10","9","1","10.00%"
"2024-05-21","18:00:00","29","14","15","51.72%"
"2024-05-21","18:30:00","46","18","28","60.87%"
"2024-05-21","19:00:00","39","7","32","82.05%"
"2024-05-22","10:00:00","2","20","-18","-900.00%"
"2024-05-22","10:30:00","18","20","-2","-11.11%"
"2024-05-22","11:00:00","20","30","-10","-50.00%"
"2024-05-22","11:30:00","30","17","13","43.33%"
"2024-05-22","12:00:00","15","15","0","0.00%"
"2024-05-22","12:30:00","20","24","-4","-20.00%"
"2024-05-22","13:00:00","26","4","22","84.62%"
"2024-05-22","13:30:00","4","4","0","0.00%"
"2024-05-22","14:00:00","4","0","4","100.00%"
"2024-05-22","14:30:00","0","2","-2","0.00%"
"2024-05-22","15:00:00","2","0","2","100.00%"
"2024-05-22","16:30:00","2","0","2","100.00%"
"2024-05-23","10:00:00","1","1","0","0.00%"
"2024-05-23","10:30:00","2","2","0","0.00%"
"2024-05-23","13:30:00","0","3","-3","0.00%"
"2024-05-23","14:00:00","3","0","3","100.00%"
"2024-05-23","15:00:00","2","0","2","100.00%"
"2024-05-23","15:30:00","5","0","5","100.00%"
"2024-05-23","16:00:00","0","2","-2","0.00%"
"2024-05-23","17:00:00","1","0","1","100.00%"
"2024-05-24","09:30:00","0","3","-3","0.00%"
"2024-05-24","10:00:00","8","9","-1","-12.50%"
"2024-05-24","10:30:00","5","4","1","20.00%"
"2024-05-24","11:00:00","4","0","4","100.00%"
"2024-05-24","11:30:00","1","1","0","0.00%"
"2024-05-24","12:00:00","2","0","2","100.00%"
"2024-05-24","13:30:00","0","2","-2","0.00%"
"2024-05-24","14:00:00","2","0","2","100.00%"
"2024-05-24","14:30:00","0","6","-6","0.00%"
"2024-05-24","15:00:00","6","0","6","100.00%"
"2024-05-24","15:30:00","0","5","-5","0.00%"
"2024-05-24","16:00:00","8","0","8","100.00%"
"2024-05-24","16:30:00","0","1","-1","0.00%"
"2024-05-24","17:00:00","1","1","0","0.00%"
"2024-05-25","10:00:00","30","69","-39","-130.00%"
"2024-05-25","10:30:00","53","84","-31","-58.49%"
"2024-05-25","11:00:00","103","110","-7","-6.80%"
"2024-05-25","11:30:00","107","52","55","51.40%"
"2024-05-25","12:00:00","54","25","29","53.70%"
"2024-05-25","12:30:00","34","24","10","29.41%"
"2024-05-25","13:00:00","8","26","-18","-225.00%"
"2024-05-25","13:30:00","30","56","-26","-86.67%"
"2024-05-25","14:00:00","64","60","4","6.25%"
"2024-05-25","14:30:00","56","60","-4","-7.14%"
"2024-05-25","15:00:00","80","67","13","16.25%"
"2024-05-25","15:30:00","64","43","21","32.81%"
"2024-05-25","16:00:00","58","71","-13","-22.41%"
"2024-05-25","16:30:00","71","67","4","5.63%"
"2024-05-25","17:00:00","76","26","50","65.79%"
"2024-05-25","17:30:00","0","7","-7","0.00%"
"2024-05-25","18:30:00","0","4","-4","0.00%"
"2024-05-26","09:30:00","0","19","-19","0.00%"
"2024-05-26","10:00:00","37","88","-51","-137.84%"
"2024-05-26","10:30:00","96","92","4","4.17%"
"2024-05-26","11:00:00","76","64","12","15.79%"
"2024-05-26","11:30:00","81","85","-4","-4.94%"
"2024-05-26","12:00:00","88","79","9","10.23%"
"2024-05-26","12:30:00","75","47","28","37.33%"
"2024-05-26","13:00:00","51","40","11","21.57%"
"2024-05-26","13:30:00","37","34","3","8.11%"
"2024-05-26","14:00:00","35","36","-1","-2.86%"
"2024-05-26","14:30:00","58","44","14","24.14%"
"2024-05-26","15:00:00","46","91","-45","-97.83%"
"2024-05-26","15:30:00","89","81","8","8.99%"
"2024-05-26","16:00:00","104","61","43","41.35%"
"2024-05-26","16:30:00","48","37","11","22.92%"
"2024-05-26","17:00:00","40","22","18","45.00%"
"2024-05-26","17:30:00","0","5","-5","0.00%"
"2024-05-26","18:00:00","0","7","-7","0.00%"
"2024-05-28","09:30:00","0","43","-43","0.00%"
"2024-05-28","10:00:00","236","97","139","58.90%"
"2024-05-28","10:30:00","163","66","97","59.51%"
"2024-05-28","11:00:00","139","63","76","54.68%"
"2024-05-28","11:30:00","131","146","-15","-11.45%"
"2024-05-28","12:00:00","140","82","58","41.43%"
"2024-05-28","12:30:00","84","94","-10","-11.90%"
"2024-05-28","13:00:00","124","127","-3","-2.42%"
"2024-05-28","13:30:00","174","122","52","29.89%"
"2024-05-28","14:00:00","236","99","137","58.05%"
"2024-05-28","14:30:00","236","126","110","46.61%"
"2024-05-28","15:00:00","236","158","78","33.05%"
"2024-05-28","15:30:00","230","118","112","48.70%"
"2024-05-28","16:00:00","183","129","54","29.51%"
"2024-05-28","16:30:00","152","124","28","18.42%"
"2024-05-28","17:00:00","158","110","48","30.38%"
"2024-05-28","17:30:00","116","92","24","20.69%"
"2024-05-28","18:00:00","167","109","58","34.73%"
"2024-05-28","18:30:00","147","132","15","10.20%"
"2024-05-28","19:00:00","191","33","158","82.72%"
"2024-05-29","09:30:00","0","7","-7","0.00%"
"2024-05-29","10:00:00","13","23","-10","-76.92%"
"2024-05-29","10:30:00","17","16","1","5.88%"
"2024-05-29","11:00:00","20","12","8","40.00%"
"2024-05-29","11:30:00","13","20","-7","-53.85%"
"2024-05-29","12:00:00","21","14","7","33.33%"
"2024-05-29","12:30:00","14","24","-10","-71.43%"
"2024-05-29","13:00:00","24","33","-9","-37.50%"
"2024-05-29","13:30:00","33","16","17","51.52%"
"2024-05-29","14:00:00","12","17","-5","-41.67%"
"2024-05-29","14:30:00","22","26","-4","-18.18%"
"2024-05-29","15:00:00","30","18","12","40.00%"
"2024-05-29","15:30:00","21","18","3","14.29%"
"2024-05-29","16:00:00","23","32","-9","-39.13%"
"2024-05-29","16:30:00","27","23","4","14.81%"
"2024-05-29","17:00:00","32","5","27","84.38%"
"2024-05-30","09:30:00","0","11","-11","0.00%"
"2024-05-30","10:00:00","44","83","-39","-88.64%"
"2024-05-30","10:30:00","72","66","6","8.33%"
"2024-05-30","11:00:00","88","74","14","15.91%"
"2024-05-30","11:30:00","72","102","-30","-41.67%"
"2024-05-30","12:00:00","74","59","15","20.27%"
"2024-05-30","12:30:00","61","74","-13","-21.31%"
"2024-05-30","13:00:00","84","74","10","11.90%"
"2024-05-30","13:30:00","68","58","10","14.71%"
"2024-05-30","14:00:00","66","87","-21","-31.82%"
"2024-05-30","14:30:00","105","82","23","21.90%"
"2024-05-30","15:00:00","99","86","13","13.13%"
"2024-05-30","15:30:00","81","109","-28","-34.57%"
"2024-05-30","16:00:00","116","89","27","23.28%"
"2024-05-30","16:30:00","71","75","-4","-5.63%"
"2024-05-30","17:00:00","84","9","75","89.29%"
"2024-05-31","09:30:00","0","21","-21","0.00%"
"2024-05-31","10:00:00","74","118","-44","-59.46%"
"2024-05-31","10:30:00","100","101","-1","-1.00%"
"2024-05-31","11:00:00","92","93","-1","-1.09%"
"2024-05-31","11:30:00","86","76","10","11.63%"
"2024-05-31","12:00:00","74","77","-3","-4.05%"
"2024-05-31","12:30:00","66","66","0","0.00%"
"2024-05-31","13:00:00","68","57","11","16.18%"
"2024-05-31","13:30:00","58","105","-47","-81.03%"
"2024-05-31","14:00:00","123","116","7","5.69%"
"2024-05-31","14:30:00","115","96","19","16.52%"
"2024-05-31","15:00:00","142","123","19","13.38%"
"2024-05-31","15:30:00","91","91","0","0.00%"
"2024-05-31","16:00:00","109","106","3","2.75%"
"2024-05-31","16:30:00","83","98","-15","-18.07%"
"2024-05-31","17:00:00","96","5","91","94.79%"
"2024-06-01","09:30:00","0","36","-36","0.00%"
"2024-06-01","10:00:00","298","188","110","36.91%"
"2024-06-01","10:30:00","300","240","60","20.00%"
"2024-06-01","11:00:00","300","257","43","14.33%"
"2024-06-01","11:30:00","300","271","29","9.67%"
"2024-06-01","12:00:00","300","233","67","22.33%"
"2024-06-01","12:30:00","300","138","162","54.00%"
"2024-06-01","13:00:00","300","151","149","49.67%"
"2024-06-01","13:30:00","328","216","112","34.15%"
"2024-06-01","14:00:00","374","150","224","59.89%"
"2024-06-01","14:30:00","340","188","152","44.71%"
"2024-06-01","15:00:00","375","244","131","34.93%"
"2024-06-01","15:30:00","375","173","202","53.87%"
"2024-06-01","16:00:00","374","171","203","54.28%"
"2024-06-01","16:30:00","375","213","162","43.20%"
"2024-06-01","17:00:00","375","113","262","69.87%"
"2024-06-04","09:30:00","0","41","-41","0.00%"
"2024-06-04","10:00:00","236","122","114","48.31%"
"2024-06-04","10:30:00","216","161","55","25.46%"
"2024-06-04","11:00:00","196","145","51","26.02%"
"2024-06-04","11:30:00","163","109","54","33.13%"
"2024-06-04","12:00:00","134","74","60","44.78%"
"2024-06-04","12:30:00","95","96","-1","-1.05%"
"2024-06-04","13:00:00","158","89","69","43.67%"
"2024-06-04","13:30:00","129","142","-13","-10.08%"
"2024-06-04","14:00:00","236","135","101","42.80%"
"2024-06-04","14:30:00","235","129","106","45.11%"
"2024-06-04","15:00:00","236","165","71","30.08%"
"2024-06-04","15:30:00","195","173","22","11.28%"
"2024-06-04","16:00:00","234","140","94","40.17%"
"2024-06-04","16:30:00","236","138","98","41.53%"
"2024-06-04","17:00:00","225","120","105","46.67%"
"2024-06-04","17:30:00","147","104","43","29.25%"
"2024-06-04","18:00:00","234","105","129","55.13%"
"2024-06-04","18:30:00","119","117","2","1.68%"
"2024-06-04","19:00:00","215","44","171","79.53%"
"2024-06-05","10:00:00","20","55","-35","-175.00%"
"2024-06-05","10:30:00","37","29","8","21.62%"
"2024-06-05","11:00:00","31","27","4","12.90%"
"2024-06-05","11:30:00","22","19","3","13.64%"
"2024-06-05","12:00:00","19","13","6","31.58%"
"2024-06-05","12:30:00","14","17","-3","-21.43%"
"2024-06-05","13:00:00","16","22","-6","-37.50%"
"2024-06-05","13:30:00","23","18","5","21.74%"
"2024-06-05","14:00:00","22","23","-1","-4.55%"
"2024-06-05","14:30:00","29","32","-3","-10.34%"
"2024-06-05","15:00:00","29","17","12","41.38%"
"2024-06-05","15:30:00","12","10","2","16.67%"
"2024-06-05","16:00:00","16","19","-3","-18.75%"
"2024-06-05","16:30:00","16","13","3","18.75%"
"2024-06-05","17:00:00","14","0","14","100.00%"
"2024-06-06","09:30:00","0","6","-6","0.00%"
"2024-06-06","10:00:00","215","112","103","47.91%"
"2024-06-06","10:30:00","106","113","-7","-6.60%"
"2024-06-06","11:00:00","97","71","26","26.80%"
"2024-06-06","11:30:00","80","43","37","46.25%"
"2024-06-06","12:00:00","84","53","31","36.90%"
"2024-06-06","12:30:00","58","52","6","10.34%"
"2024-06-06","13:00:00","89","52","37","41.57%"
"2024-06-06","13:30:00","58","80","-22","-37.93%"
"2024-06-06","14:00:00","162","102","60","37.04%"
"2024-06-06","14:30:00","148","122","26","17.57%"
"2024-06-06","15:00:00","166","113","53","31.93%"
"2024-06-06","15:30:00","143","120","23","16.08%"
"2024-06-06","16:00:00","142","91","51","35.92%"
"2024-06-06","16:30:00","115","83","32","27.83%"
"2024-06-06","17:00:00","156","33","123","78.85%"
"2024-06-07","09:30:00","0","6","-6","0.00%"
"2024-06-07","10:00:00","18","52","-34","-188.89%"
"2024-06-07","10:30:00","46","53","-7","-15.22%"
"2024-06-07","11:00:00","50","43","7","14.00%"
"2024-06-07","11:30:00","45","37","8","17.78%"
"2024-06-07","12:00:00","37","50","-13","-35.14%"
"2024-06-07","12:30:00","46","31","15","32.61%"
"2024-06-07","13:00:00","30","31","-1","-3.33%"
"2024-06-07","13:30:00","34","37","-3","-8.82%"
"2024-06-07","14:00:00","44","44","0","0.00%"
"2024-06-07","14:30:00","42","29","13","30.95%"
"2024-06-07","15:00:00","28","23","5","17.86%"
"2024-06-07","15:30:00","23","34","-11","-47.83%"
"2024-06-07","16:00:00","38","69","-31","-81.58%"
